[liverun] armed crossfoster1c pid 33583 commit 06612fc4 worktree /Users/artin/code/llmopt sentinel /Users/artin/code/llmopt/.git/liverun.lock
[curric] D2 excision: 165028 -> 164896 rows
[chain] processed 100 retained 11 rows 31 / 6000 acc {'inadequate_both': 64, 'excluded_diet': 20, 'retained': 11, 'inadequate_A': 2, 'inadequate_B': 2, 'gen_failed': 1} (236s)
[chain] processed 200 retained 20 rows 58 / 6000 acc {'inadequate_both': 133, 'excluded_diet': 38, 'retained': 20, 'inadequate_A': 3, 'inadequate_B': 5, 'gen_failed': 1} (442s)
[chain] processed 300 retained 33 rows 92 / 6000 acc {'inadequate_both': 196, 'excluded_diet': 58, 'retained': 33, 'inadequate_A': 4, 'inadequate_B': 7, 'gen_failed': 2} (707s)
[chain] processed 400 retained 47 rows 130 / 6000 acc {'inadequate_both': 259, 'excluded_diet': 78, 'retained': 47, 'inadequate_A': 4, 'inadequate_B': 9, 'gen_failed': 2, 'excluded_dup': 1} (867s)
[chain] processed 500 retained 58 rows 161 / 6000 acc {'inadequate_both': 323, 'excluded_diet': 99, 'retained': 58, 'inadequate_A': 6, 'inadequate_B': 10, 'gen_failed': 3, 'excluded_dup': 1} (1143s)
[chain] processed 600 retained 67 rows 186 / 6000 acc {'inadequate_both': 387, 'excluded_diet': 123, 'retained': 67, 'inadequate_A': 7, 'inadequate_B': 11, 'gen_failed': 3, 'excluded_dup': 2} (1384s)
[chain] processed 700 retained 81 rows 228 / 6000 acc {'inadequate_both': 453, 'excluded_diet': 137, 'retained': 81, 'inadequate_A': 9, 'inadequate_B': 13, 'gen_failed': 5, 'excluded_dup': 2} (1729s)
[chain] processed 800 retained 88 rows 246 / 6000 acc {'inadequate_both': 520, 'excluded_diet': 161, 'retained': 88, 'inadequate_A': 10, 'inadequate_B': 14, 'gen_failed': 5, 'excluded_dup': 2} (1929s)
[chain] processed 900 retained 97 rows 268 / 6000 acc {'inadequate_both': 586, 'excluded_diet': 182, 'retained': 97, 'inadequate_A': 11, 'inadequate_B': 16, 'gen_failed': 6, 'excluded_dup': 2} (2233s)
[chain] processed 1000 retained 110 rows 301 / 6000 acc {'inadequate_both': 647, 'excluded_diet': 200, 'retained': 110, 'inadequate_A': 13, 'inadequate_B': 20, 'gen_failed': 7, 'excluded_dup': 2, 'excluded_band': 1} (2498s)
[chain] processed 1100 retained 119 rows 326 / 6000 acc {'inadequate_both': 716, 'excluded_diet': 216, 'retained': 119, 'inadequate_A': 14, 'inadequate_B': 22, 'gen_failed': 8, 'excluded_dup': 2, 'excluded_band': 3} (2747s)
[chain] processed 1200 retained 128 rows 355 / 6000 acc {'inadequate_both': 783, 'excluded_diet': 237, 'retained': 128, 'inadequate_A': 14, 'inadequate_B': 24, 'gen_failed': 8, 'excluded_dup': 3, 'excluded_band': 3} (2966s)
[chain] processed 1300 retained 139 rows 384 / 6000 acc {'inadequate_both': 846, 'excluded_diet': 259, 'retained': 139, 'inadequate_A': 16, 'inadequate_B': 25, 'gen_failed': 8, 'excluded_dup': 4, 'excluded_band': 3} (3158s)
[chain] processed 1400 retained 150 rows 415 / 6000 acc {'inadequate_both': 906, 'excluded_diet': 280, 'retained': 150, 'inadequate_A': 17, 'inadequate_B': 31, 'gen_failed': 9, 'excluded_dup': 4, 'excluded_band': 3} (3434s)
[chain] processed 1500 retained 162 rows 447 / 6000 acc {'inadequate_both': 969, 'excluded_diet': 297, 'retained': 162, 'inadequate_A': 19, 'inadequate_B': 33, 'gen_failed': 10, 'excluded_dup': 7, 'excluded_band': 3} (3731s)
[chain] processed 1600 retained 175 rows 478 / 6000 acc {'inadequate_both': 1035, 'excluded_diet': 314, 'retained': 175, 'inadequate_A': 20, 'inadequate_B': 34, 'gen_failed': 11, 'excluded_dup': 8, 'excluded_band': 3} (3989s)
[chain] processed 1700 retained 188 rows 518 / 6000 acc {'inadequate_both': 1101, 'excluded_diet': 332, 'retained': 188, 'inadequate_A': 20, 'inadequate_B': 37, 'gen_failed': 11, 'excluded_dup': 8, 'excluded_band': 3} (4245s)
[chain] processed 1800 retained 196 rows 539 / 6000 acc {'inadequate_both': 1158, 'excluded_diet': 360, 'retained': 196, 'inadequate_A': 21, 'inadequate_B': 39, 'gen_failed': 13, 'excluded_dup': 9, 'excluded_band': 4} (4524s)
[chain] processed 1900 retained 210 rows 575 / 6000 acc {'inadequate_both': 1224, 'excluded_diet': 376, 'retained': 210, 'inadequate_A': 22, 'inadequate_B': 41, 'gen_failed': 13, 'excluded_dup': 10, 'excluded_band': 4} (4787s)
